skill_slug,runner_model,run_id,case_id,case_name,outcome,with_skill_passed,without_skill_passed,prompt_is_snapshot,outputs_pruned,case_prompt
agent-friendly-cli,gemini-3.5-flash,ebbc13c4-e91c-462e-9ab5-00dd8e549aa9,c8a1e0f4-8234-4997-bf69-fc0f544afe05,case-21,fail_kept,False,False,False,True,produce output for the task; graded by the attested conformance A/B
agent-friendly-cli,gemini-3.5-flash,ebbc13c4-e91c-462e-9ab5-00dd8e549aa9,fa48ab23-54f8-49a4-bade-dcbff59fc7a3,case-22,flip_to_pass,True,False,False,True,produce output for the task; graded by the attested conformance A/B
agent-friendly-cli,gemini-3.5-flash,ebbc13c4-e91c-462e-9ab5-00dd8e549aa9,72e82764-87a0-4c8a-af39-2df5ae5db66c,case-23,flip_to_pass,True,False,False,True,produce output for the task; graded by the attested conformance A/B
agent-friendly-cli,gemini-3.5-flash,ebbc13c4-e91c-462e-9ab5-00dd8e549aa9,9679d2ca-2697-4c63-825f-a10486ad0c1d,case-24,flip_to_pass,True,False,False,True,produce output for the task; graded by the attested conformance A/B
agent-friendly-cli,gemini-3.6-flash,467dbdc9-18dc-4d2f-9162-f12fae9a4814,80d3f125-cc20-45b7-9644-ebb498c5bc7a,case-01,flip_to_pass,True,False,False,True,produce output for the task; graded by the attested conformance A/B
agent-friendly-cli,gemini-3.6-flash,467dbdc9-18dc-4d2f-9162-f12fae9a4814,e4ca5d83-64a0-4a3d-9f9b-25e90aab9d99,case-02,flip_to_pass,True,False,False,True,produce output for the task; graded by the attested conformance A/B
agent-friendly-cli,gemini-3.6-flash,467dbdc9-18dc-4d2f-9162-f12fae9a4814,6d245af8-a791-49c7-b96e-e10b453df2db,case-03,flip_to_pass,True,False,False,True,produce output for the task; graded by the attested conformance A/B
agent-friendly-cli,gemini-3.6-flash,467dbdc9-18dc-4d2f-9162-f12fae9a4814,96ca11eb-3476-44b8-b73b-981d64ef1874,case-04,fail_kept,False,False,False,True,produce output for the task; graded by the attested conformance A/B
agent-friendly-cli,gemini-3.6-flash,467dbdc9-18dc-4d2f-9162-f12fae9a4814,1f7aea1b-cb7c-46d9-afb1-b3802eabe323,case-05,fail_kept,False,False,False,True,produce output for the task; graded by the attested conformance A/B
agent-friendly-cli,gemini-3.6-flash,467dbdc9-18dc-4d2f-9162-f12fae9a4814,9dc3a65d-36de-477f-9b22-be5196acd45b,case-06,fail_kept,False,False,False,True,produce output for the task; graded by the attested conformance A/B
agent-friendly-cli,gemini-3.6-flash,467dbdc9-18dc-4d2f-9162-f12fae9a4814,c1ec6dc0-9be7-4d96-a5b1-59d3f2e001c6,case-07,flip_to_pass,True,False,False,True,produce output for the task; graded by the attested conformance A/B
agent-friendly-cli,gemini-3.6-flash,467dbdc9-18dc-4d2f-9162-f12fae9a4814,67cadc44-0059-4f1e-a55e-ef25fd18d680,case-08,flip_to_pass,True,False,False,True,produce output for the task; graded by the attested conformance A/B
agent-friendly-cli,gemini-3.6-flash,467dbdc9-18dc-4d2f-9162-f12fae9a4814,527de874-b574-41a4-bd05-f14dca6dc8e3,case-09,flip_to_pass,True,False,False,True,produce output for the task; graded by the attested conformance A/B
agent-friendly-cli,gemini-3.6-flash,467dbdc9-18dc-4d2f-9162-f12fae9a4814,563a0f33-38da-48f9-881c-47d29403a0de,case-10,flip_to_pass,True,False,False,True,produce output for the task; graded by the attested conformance A/B
agent-friendly-cli,gemini-3.6-flash,467dbdc9-18dc-4d2f-9162-f12fae9a4814,fd398125-5910-4697-a8e9-716486b914cf,case-11,flip_to_pass,True,False,False,True,produce output for the task; graded by the attested conformance A/B
agent-friendly-cli,gemini-3.6-flash,467dbdc9-18dc-4d2f-9162-f12fae9a4814,845e22fe-df35-43a5-a51c-d7793932b8c4,case-12,fail_kept,False,False,False,True,produce output for the task; graded by the attested conformance A/B
agent-friendly-cli,gemini-3.6-flash,467dbdc9-18dc-4d2f-9162-f12fae9a4814,f9217108-bcbf-433e-9420-a41ecf94ac5b,case-13,fail_kept,False,False,False,True,produce output for the task; graded by the attested conformance A/B
agent-friendly-cli,gemini-3.6-flash,467dbdc9-18dc-4d2f-9162-f12fae9a4814,63d613e2-ad8e-4079-b871-2404205d3723,case-14,pass_kept,True,True,False,True,produce output for the task; graded by the attested conformance A/B
agent-friendly-cli,gemini-3.6-flash,467dbdc9-18dc-4d2f-9162-f12fae9a4814,fb4774be-3cb9-4348-885e-1cacab7d67bf,case-15,flip_to_pass,True,False,False,True,produce output for the task; graded by the attested conformance A/B
agent-friendly-cli,gemini-3.6-flash,467dbdc9-18dc-4d2f-9162-f12fae9a4814,644869ec-f5db-440d-b170-92a024d21012,case-16,pass_kept,True,True,False,True,produce output for the task; graded by the attested conformance A/B
agent-friendly-cli,gemini-3.6-flash,467dbdc9-18dc-4d2f-9162-f12fae9a4814,1e6cd50e-07f6-444c-a1b3-da831b86eed3,case-17,flip_to_pass,True,False,False,True,produce output for the task; graded by the attested conformance A/B
agent-friendly-cli,gemini-3.6-flash,467dbdc9-18dc-4d2f-9162-f12fae9a4814,14a5969b-a47d-4a50-b6f8-139c1e5bc553,case-18,fail_kept,False,False,False,True,produce output for the task; graded by the attested conformance A/B
agent-friendly-cli,gemini-3.6-flash,467dbdc9-18dc-4d2f-9162-f12fae9a4814,c83ccda7-3ef0-49bc-87ae-85d10170f816,case-19,flip_to_pass,True,False,False,True,produce output for the task; graded by the attested conformance A/B
agent-friendly-cli,gemini-3.6-flash,467dbdc9-18dc-4d2f-9162-f12fae9a4814,520d74dd-9340-40f5-b918-db66752024a7,case-20,flip_to_pass,True,False,False,True,produce output for the task; graded by the attested conformance A/B
agent-friendly-cli,gemini-3.6-flash,467dbdc9-18dc-4d2f-9162-f12fae9a4814,c8a1e0f4-8234-4997-bf69-fc0f544afe05,case-21,fail_kept,False,False,False,True,produce output for the task; graded by the attested conformance A/B
agent-friendly-cli,gemini-3.6-flash,467dbdc9-18dc-4d2f-9162-f12fae9a4814,fa48ab23-54f8-49a4-bade-dcbff59fc7a3,case-22,flip_to_pass,True,False,False,True,produce output for the task; graded by the attested conformance A/B
agent-skill-format,gemini-3.5-flash,7ba367fe-10e7-4583-a1bd-3eb638c9913e,4357e80d-441c-4cb3-a07f-4195ff1fbe68,case-01,flip_to_pass,True,False,False,True,produce output for the task; graded by the attested conformance A/B
agent-skill-format,gemini-3.5-flash,7ba367fe-10e7-4583-a1bd-3eb638c9913e,210729c7-ba48-49a1-913c-c53b71e24dcd,case-02,flip_to_pass,True,False,False,True,produce output for the task; graded by the attested conformance A/B
agent-skill-format,gemini-3.5-flash,7ba367fe-10e7-4583-a1bd-3eb638c9913e,9319ffea-aff6-4eed-8f52-50ac2724aac1,case-03,flip_to_pass,True,False,False,True,produce output for the task; graded by the attested conformance A/B
agent-skill-format,gemini-3.5-flash,7ba367fe-10e7-4583-a1bd-3eb638c9913e,0a5a6d14-ed76-47c5-ae12-13f9da29ea8c,case-04,flip_to_pass,True,False,False,True,produce output for the task; graded by the attested conformance A/B
agent-skill-format,gemini-3.5-flash,7ba367fe-10e7-4583-a1bd-3eb638c9913e,d83f2a9e-efb0-43c6-8cb8-2e9553a445d0,case-05,flip_to_pass,True,False,False,True,produce output for the task; graded by the attested conformance A/B
agent-skill-format,gemini-3.5-flash,7ba367fe-10e7-4583-a1bd-3eb638c9913e,7bee5b75-dccb-41b9-a287-adaab862bd8b,case-06,flip_to_pass,True,False,False,True,produce output for the task; graded by the attested conformance A/B
agent-skill-format,gemini-3.5-flash,7ba367fe-10e7-4583-a1bd-3eb638c9913e,75cc3044-f692-419c-9db8-1a464c5ced79,case-07,flip_to_pass,True,False,False,True,produce output for the task; graded by the attested conformance A/B
agent-skill-format,gemini-3.5-flash,7ba367fe-10e7-4583-a1bd-3eb638c9913e,16da6705-9d9d-4058-a0f1-3df659d3a0d4,case-08,flip_to_pass,True,False,False,True,produce output for the task; graded by the attested conformance A/B
agent-skill-format,gemini-3.5-flash,7ba367fe-10e7-4583-a1bd-3eb638c9913e,75ece9d8-e731-4510-90c8-98d6e3a55fa1,case-09,flip_to_pass,True,False,False,True,produce output for the task; graded by the attested conformance A/B
agent-skill-format,gemini-3.5-flash,7ba367fe-10e7-4583-a1bd-3eb638c9913e,649a2b92-94e8-4de7-aa6d-15f11db69ec7,case-10,flip_to_pass,True,False,False,True,produce output for the task; graded by the attested conformance A/B
agent-skill-format,gemini-3.5-flash,7ba367fe-10e7-4583-a1bd-3eb638c9913e,c3ef12f1-c5b2-4b3d-b90e-0a3ba43f58c4,case-11,flip_to_pass,True,False,False,True,produce output for the task; graded by the attested conformance A/B
agent-skill-format,gemini-3.5-flash,7ba367fe-10e7-4583-a1bd-3eb638c9913e,a3ae4b49-2738-476c-a2a7-e5a833ca4fb8,case-12,flip_to_pass,True,False,False,True,produce output for the task; graded by the attested conformance A/B
agent-skill-format,gemini-3.5-flash,7ba367fe-10e7-4583-a1bd-3eb638c9913e,39d434b0-590e-4b78-83d5-48f9e57bfe2f,case-13,flip_to_pass,True,False,False,True,produce output for the task; graded by the attested conformance A/B
agent-skill-format,gemini-3.5-flash,7ba367fe-10e7-4583-a1bd-3eb638c9913e,81f5a992-f2b7-46ab-9dc5-3db82a897686,case-14,flip_to_pass,True,False,False,True,produce output for the task; graded by the attested conformance A/B
agent-skill-format,gemini-3.5-flash,7ba367fe-10e7-4583-a1bd-3eb638c9913e,be80bc99-1c41-4786-94ed-397a2e6573f3,case-15,flip_to_pass,True,False,False,True,produce output for the task; graded by the attested conformance A/B
agent-skill-format,gemini-3.5-flash,7ba367fe-10e7-4583-a1bd-3eb638c9913e,15c61760-20fa-487b-91fa-8fe509175ad3,case-16,flip_to_pass,True,False,False,True,produce output for the task; graded by the attested conformance A/B
agent-skill-format,gemini-3.5-flash,7ba367fe-10e7-4583-a1bd-3eb638c9913e,9b03331e-cc24-4bf3-9a4e-cde34fbb0f1a,case-17,flip_to_pass,True,False,False,True,produce output for the task; graded by the attested conformance A/B
agent-skill-format,gemini-3.5-flash,7ba367fe-10e7-4583-a1bd-3eb638c9913e,d771586a-b594-4eb7-9371-8cc00c891583,case-18,flip_to_pass,True,False,False,True,produce output for the task; graded by the attested conformance A/B
agent-skill-format,gemini-3.5-flash,7ba367fe-10e7-4583-a1bd-3eb638c9913e,53cbe568-fdb2-4348-933d-6de815dafec8,case-19,flip_to_pass,True,False,False,True,produce output for the task; graded by the attested conformance A/B
agent-skill-format,gemini-3.5-flash,7ba367fe-10e7-4583-a1bd-3eb638c9913e,8bbe64ef-7b4b-4130-bf75-a013e43c819d,case-20,flip_to_pass,True,False,False,True,produce output for the task; graded by the attested conformance A/B
agent-skill-format,gemini-3.5-flash,7ba367fe-10e7-4583-a1bd-3eb638c9913e,8b58c85f-8fdd-4ef3-beb7-63663c290bbf,case-21,flip_to_pass,True,False,False,True,produce output for the task; graded by the attested conformance A/B
agent-skill-format,gemini-3.5-flash,7ba367fe-10e7-4583-a1bd-3eb638c9913e,d0b953bb-51a8-4d30-b636-81f1dfce7456,case-22,flip_to_pass,True,False,False,True,produce output for the task; graded by the attested conformance A/B
agent-skill-format,gemini-3.5-flash,7ba367fe-10e7-4583-a1bd-3eb638c9913e,8764fd35-e48e-4b8d-b28b-5fc3c7f08429,case-23,flip_to_pass,True,False,False,True,produce output for the task; graded by the attested conformance A/B
agent-skill-format,gemini-3.5-flash,7ba367fe-10e7-4583-a1bd-3eb638c9913e,4cd6084c-68d2-456d-a22d-cc2fe8102336,case-24,flip_to_pass,True,False,False,True,produce output for the task; graded by the attested conformance A/B
agent-skill-format,gemini-3.6-flash,c7e4e883-7da8-44c2-8907-3a2be43459f9,4357e80d-441c-4cb3-a07f-4195ff1fbe68,case-01,flip_to_pass,True,False,False,True,produce output for the task; graded by the attested conformance A/B
agent-skill-format,gemini-3.6-flash,c7e4e883-7da8-44c2-8907-3a2be43459f9,210729c7-ba48-49a1-913c-c53b71e24dcd,case-02,flip_to_pass,True,False,False,True,produce output for the task; graded by the attested conformance A/B
agent-skill-format,gemini-3.6-flash,c7e4e883-7da8-44c2-8907-3a2be43459f9,9319ffea-aff6-4eed-8f52-50ac2724aac1,case-03,flip_to_pass,True,False,False,True,produce output for the task; graded by the attested conformance A/B
agent-skill-format,gemini-3.6-flash,c7e4e883-7da8-44c2-8907-3a2be43459f9,0a5a6d14-ed76-47c5-ae12-13f9da29ea8c,case-04,fail_kept,False,False,False,True,produce output for the task; graded by the attested conformance A/B
agent-skill-format,gemini-3.6-flash,c7e4e883-7da8-44c2-8907-3a2be43459f9,d83f2a9e-efb0-43c6-8cb8-2e9553a445d0,case-05,fail_kept,False,False,False,True,produce output for the task; graded by the attested conformance A/B
agent-skill-format,gemini-3.6-flash,c7e4e883-7da8-44c2-8907-3a2be43459f9,7bee5b75-dccb-41b9-a287-adaab862bd8b,case-06,fail_kept,False,False,False,True,produce output for the task; graded by the attested conformance A/B
agent-skill-format,gemini-3.6-flash,c7e4e883-7da8-44c2-8907-3a2be43459f9,75cc3044-f692-419c-9db8-1a464c5ced79,case-07,flip_to_pass,True,False,False,True,produce output for the task; graded by the attested conformance A/B
agent-skill-format,gemini-3.6-flash,c7e4e883-7da8-44c2-8907-3a2be43459f9,16da6705-9d9d-4058-a0f1-3df659d3a0d4,case-08,flip_to_pass,True,False,False,True,produce output for the task; graded by the attested conformance A/B
agent-skill-format,gemini-3.6-flash,c7e4e883-7da8-44c2-8907-3a2be43459f9,75ece9d8-e731-4510-90c8-98d6e3a55fa1,case-09,fail_kept,False,False,False,True,produce output for the task; graded by the attested conformance A/B
agent-skill-format,gemini-3.6-flash,c7e4e883-7da8-44c2-8907-3a2be43459f9,649a2b92-94e8-4de7-aa6d-15f11db69ec7,case-10,fail_kept,False,False,False,True,produce output for the task; graded by the attested conformance A/B
agent-skill-format,gemini-3.6-flash,c7e4e883-7da8-44c2-8907-3a2be43459f9,c3ef12f1-c5b2-4b3d-b90e-0a3ba43f58c4,case-11,flip_to_pass,True,False,False,True,produce output for the task; graded by the attested conformance A/B
agent-skill-format,gemini-3.6-flash,c7e4e883-7da8-44c2-8907-3a2be43459f9,a3ae4b49-2738-476c-a2a7-e5a833ca4fb8,case-12,flip_to_pass,True,False,False,True,produce output for the task; graded by the attested conformance A/B
