skill_slug,skill_name,runner_model,judge_model,harness_version,skill_version,skill_content_hash,lift_pts,pass_rate_with_skill,pass_rate_without_skill,headline_cases,total_cases,case_set_hash,run_id,completed_at,manifest_hash,outputs_pruned,derived_with_skill,derived_without_skill,derived_lift_pts
agentskills-spec-authoring,agentskills-spec-authoring,gemini-3.5-flash,gemini-3.1-pro-preview,0.2.4,1,2983d4dc49bceeab50cc1b07b76639bfd6b877fd08b2a5ab70c914797cb1a532,100.0,1.0,0.0,24,24,2d09097a29bf76258e78102b5fa8778903798b51fb4b6502954559f663254ed7,3b12f6ed-4973-457a-852a-5182900edc30,2026-06-27T02:14:19.646929+00:00,c3c06840962835424e96bca737bc3ce4c7ffd99a3c5d379ef0d874282b9a8578,True,1.0,0.0,100.0
agentskills-spec-authoring,agentskills-spec-authoring,gemini-3.6-flash,gemini-3.6-flash,0.6.0,1,2983d4dc49bceeab50cc1b07b76639bfd6b877fd08b2a5ab70c914797cb1a532,59.09,1.0,0.0,22,22,6a5ed6813e58d9ee4930b5665742af2940a66f8b7be2aa414f46f51b91759215,c257201c-c4ca-41fb-8f7c-f7a5bb24ab00,2026-07-29T02:33:34.063323+00:00,c629c02fdf3b48563f215addd6d18343cecd210772969e4182c4656e8b84fd8d,True,0.5909090909090909,0.0,59.1
anthropic-brand-style,anthropic-brand-style,gemini-3.5-flash,gemini-3.1-pro-preview,0.2.4,1,71469a914dff0dc51fcdfdd374d5154d84db45c74f297ade3a6df189fff57ee3,91.67,0.9167,0.0,24,24,7f2a41bdd22328076a8c7f837b55f80252bf1b68e18ef981415eeb3afdda0e74,45cb6257-e947-465b-a7a8-8e6799f7410e,2026-06-27T00:57:55.822755+00:00,72ae638ef2bff2d7ddc384660e07b4633294484624024e9901c2fcaf4473fdfe,True,0.9166666666666666,0.0,91.7
anthropic-brand-style,anthropic-brand-style,gemini-3.6-flash,gemini-3.6-flash,0.6.0,1,71469a914dff0dc51fcdfdd374d5154d84db45c74f297ade3a6df189fff57ee3,72.73,0.8947,0.1053,22,22,e03cb06530b42c195740c08989c288678374b443b772ea8c9bea46a3fc05ac80,7d9ad6f9-a7e2-4252-b95b-824ae3cf1c90,2026-07-30T09:53:34.260357+00:00,d1b5e0b590208ff0f2086e6261f2f0608e1696fb7be864e19ebd06f6ea7d37d4,True,0.7727272727272727,0.045454545454545456,72.7
boundary-value-enumeration,boundary-value-enumeration,gemini-3.5-flash,,,1,14030b999643208b56332ffdeccc1db907ed296869927e020ef892914715806c,11.54,1.0,0.8846,26,26,afc9b29dc60cfb395fe9b6dacbe36c9454180714ba42488b523e46f1a746b219,9a7683cd-6866-4f63-81b5-60d01578c32f,2026-07-21T21:45:29.950580+00:00,45ab33c5c50c09d70315702ad8967146c67de68e60fda8725ba8a9e446b3280c,True,1.0,0.8846153846153846,11.5
boundary-value-enumeration,boundary-value-enumeration,gemini-3.6-flash,gemini-3.6-flash,0.6.0,1,14030b999643208b56332ffdeccc1db907ed296869927e020ef892914715806c,30.43,1.0,0.0,23,23,6bc2865ca18f5ebf0d16bb91653b565be061b7c06acd279077fbe4956bc9f021,e41ecd2d-8403-4d00-b300-c30c58da9bc2,2026-07-29T03:15:11.808282+00:00,f2574dde7500a4690e20fedbd71f85292c3039094560d956716773c8977a58f8,True,0.30434782608695654,0.0,30.4
brand-voice-profile,brand-voice-profile,gemini-3.5-flash,gemini-3.1-pro-preview,0.2.4,1,27dea72b6418678e15c3c81e7b4356643a2a8b6ce0d1abf8fd643f96b3e3091c,95.83,0.9583,0.0,24,24,a45e1e405efc7aa771fdc26d8ed75cca7880cc85acd36d5c4f647940ab2637d3,157f8bc4-bdcf-4d6e-916e-394228d086dd,2026-06-27T01:53:34.493354+00:00,6ce429138822eea85808715c692524d193cd39a1fc7757bfed40f1f7a532efef,True,0.9583333333333334,0.0,95.8
brand-voice-profile,brand-voice-profile,gemini-3.6-flash,gemini-3.6-flash,0.6.0,1,27dea72b6418678e15c3c81e7b4356643a2a8b6ce0d1abf8fd643f96b3e3091c,77.27,1.0,0.0,22,22,9aafbf471b698adf9b8a3ac0ea2233acaa4f939ae8fc3ff257404d67df2f839c,a37bed94-d0db-45bb-bc3f-aae5afdc46e0,2026-07-30T09:49:12.851254+00:00,ac4cb50cceb0fff5c826393e6cd45dd95b7942194546794a559d5dd4d5551a92,True,0.7727272727272727,0.0,77.3
changelog-conventions,changelog-conventions,gemini-3.5-flash,gemini-3.1-pro-preview,0.2.4,1,ea28d67e921d32678925281552c757551bfbc193b71db8028d260dd4be3d6822,29.17,0.3333,0.0417,24,24,39114c67447c04efda79bfebffbeebd5214a4c551ad2a2760698d2a7eacafd53,f766de22-8256-4beb-85e2-43523858da26,2026-06-26T22:31:00.426892+00:00,c3a3ea165c530390a011f96652862067d85ed63de0ca342c32ec30c988897d31,True,0.3333333333333333,0.041666666666666664,29.2
changelog-conventions,changelog-conventions,gemini-3.6-flash,gemini-3.6-flash,0.6.0,1,ea28d67e921d32678925281552c757551bfbc193b71db8028d260dd4be3d6822,30.43,1.0,0.0,23,23,51d0d613ea3036778c26899c396965dbe36af84aae768065c23bc9372cb87681,ee37aab9-52f5-4e7e-8530-214b64e1b25f,2026-07-29T02:22:23.363351+00:00,1dce04b846c1908e8237890a1d35ea7b074fc01472494e6aef0f933f716b2b5a,True,0.43478260869565216,0.13043478260869565,30.4
chinese-pangu-typography,chinese-pangu-typography,gemini-3.5-flash,gemini-3.1-pro-preview,0.2.4,1,f3059346b152d891f15ce9017bfa06b248ff29475a3a6274f1d5e8c163ec9c7b,45.83,0.4583,0.0,24,24,76b2268855ceadbea1db0ed582f6e2045fe8c6893f60409a952df0c8f7625492,378358b7-880b-4fdd-9dda-15c5b0f8f100,2026-06-27T02:33:42.265242+00:00,64db2517e7533079927071d30b3d55dcc64704c192467a353b745f75ee4b67e4,True,0.4583333333333333,0.0,45.8
chinese-pangu-typography,chinese-pangu-typography,gemini-3.6-flash,gemini-3.6-flash,0.6.0,1,f3059346b152d891f15ce9017bfa06b248ff29475a3a6274f1d5e8c163ec9c7b,24.0,0.875,0.125,25,25,f55345681c7fbd90f3d6437d08ee0254cabcba376d290eeeaeb897ae81e4ccc9,e19835da-af60-4588-a8dc-9ebcbeb728cb,2026-07-29T02:34:15.750495+00:00,ecb38b992ff6ccde72e5c55f945947b182a709f4ecd190e6b3202f7986bc184e,True,0.24,0.0,24.0
conventional-commit-message,conventional-commit-message,gemini-3.5-flash,gemini-3.1-pro-preview,0.2.4,1,47494898df4ca8c6ab5397b90a20cc0ee45d22728fdfaffed8e902e628404cfb,91.67,0.9167,0.0,24,24,6358b4182886dce9c83664d35a8cc123005b5f098fedf141ca2b5146a6824ab1,0c55a7c6-79c1-4193-b1e8-6be23bc41768,2026-06-27T00:16:23.236781+00:00,a2e008af8acc7774e6d7f0ef6ff6beab21ae37304027a2990c8d6c65546f0096,True,0.9166666666666666,0.0,91.7
conventional-commit-message,conventional-commit-message,gemini-3.6-flash,gemini-3.6-flash,0.6.0,1,47494898df4ca8c6ab5397b90a20cc0ee45d22728fdfaffed8e902e628404cfb,36.36,1.0,0.0,22,22,4aebd177c730593c46b84f77975dda4681b7395852473068cd0c78899835ae97,eef4a2b9-71a4-4db7-9a4a-9750f3e9e969,2026-07-29T02:28:07.593194+00:00,5da0ecfa827d8b67eab3883c4255b1faee225a9e3b68819d8554bd4532a6d34a,True,0.45454545454545453,0.09090909090909091,36.4
create-new-skills-modify-helper,create-new-skills-modify-helper,gemini-3.5-flash,gemini-3.1-pro-preview,0.2.4,1,34f3064cb38e0756d5dd8202e6673e2be33406431e1b10e6bc447823376b4b42,20.0,0.9,0.7,10,10,bbf05a19e03285cf19a4966b84c81b5b47f1856ba72f5de28578d581d5455046,17f4d1ad-11c1-494d-b637-580391b1b2de,2026-06-25T23:13:43.236356+00:00,7f80b26cb63b9476369f3b372ecb7603bff2bf6d4317f9f22d75b3dddf1e8811,True,0.9,0.7,20.0
create-new-skills-modify-helper,create-new-skills-modify-helper,gemini-3.6-flash,gemini-3.6-flash,0.6.0,1,34f3064cb38e0756d5dd8202e6673e2be33406431e1b10e6bc447823376b4b42,36.36,0.9,0.1,22,22,5e810330965d5e370138d9aaefcc3a13f61377d5299e5bc7fe57cb56af94eafe,0f12c456-8389-44dc-af25-ceb9654ebb19,2026-07-30T09:45:43.545389+00:00,d7f27c858ec34adf7b927791fb5ffb34687d79a7c6fc67d23d0aae66e3090377,True,0.45454545454545453,0.09090909090909091,36.4
currency-minor-units-from-reference,currency-minor-units-from-reference,gemini-3.5-flash,gemini-3.1-pro-preview,0.2.4,1,b641ea2c34f591a2361ea8cd89112ccc290b37ef5369fc53c46bf396cbfb2b8a,100.0,1.0,0.0,2,2,57ca0a8b1bd39bf957058882d1abaa42083c4247e63a37bf258a05b7f763a848,b7a9ac56-ced7-49b8-9670-f2ba0f3ded84,2026-06-25T20:09:04.489585+00:00,c9bb5698eac2d5d7570bf1457bd7f79cff861c0d76c53f935b6c4ad16b716eec,True,1.0,0.0,100.0
currency-minor-units-from-reference,currency-minor-units-from-reference,gemini-3.6-flash,gemini-3.6-flash,0.6.0,1,b641ea2c34f591a2361ea8cd89112ccc290b37ef5369fc53c46bf396cbfb2b8a,4.55,1.0,0.0,22,22,686959cfc081717532eb8235298943ad748bd7056f340972819b08e5d36a95e9,262d928c-5380-4e75-a943-58f1ea821593,2026-07-29T02:10:12.067018+00:00,6e48c2e97c5376ada814483a9cc4d0c45b70c3a783bdc71548704fa3622bdd89,True,0.045454545454545456,0.0,4.5
effective-dart,effective-dart,gemini-3.5-flash,gemini-3.1-pro-preview,0.2.4,1,71f873d3fe0bbc5c5e6ee6a9420243fa830c099fa27ef3055d06bbd1340d99f6,8.33,0.0833,0.0,24,24,f01a2b819b0d7dc9fc42bfc0499876a34b2a2cec8eb8bd6cd858d6567773e2a2,65bafadb-8371-481a-8f02-b3b9f1da958e,2026-06-27T04:07:26.465450+00:00,850faf87349ccc244904f553e025d2ac1ab52cead12330c0f8fc19f32a1cdf0a,True,0.08333333333333333,0.0,8.3
effective-dart,effective-dart,gemini-3.6-flash,gemini-3.6-flash,0.6.0,1,71f873d3fe0bbc5c5e6ee6a9420243fa830c099fa27ef3055d06bbd1340d99f6,21.74,1.0,0.0,23,23,ad9409cf1606b51efe2825f82cf4bc65ed7af76a0a707ca4cd7e0afeb12b1cc0,073a5be2-c2e4-4bf0-9d90-c0136f19d117,2026-07-29T02:38:01.629917+00:00,558ed23c411a722dc9966321d9e48baacdc7bfd7bd5913b59053fadc6e7bfbc9,True,0.21739130434782608,0.0,21.7
employment-document-conventions,employment-document-conventions,gemini-3.5-flash,gemini-3.1-pro-preview,0.2.4,1,5d1620facfbde79d3e6c0bebb861c4f2eef7d356ed1450914ba8aed8d4f028cd,50.0,0.5,0.0,24,24,ac93496f934baed4fc415d6e168eb9503593de1cfd8e99519cf0c680232071d0,f2d48557-5a31-4ebd-9154-d51b699e005c,2026-06-26T22:02:32.419328+00:00,b718bb04df88d56382509d11f469323dad677176c400c60d5d1225d5dce76c1c,True,0.5,0.0,50.0
employment-document-conventions,employment-document-conventions,gemini-3.6-flash,gemini-3.6-flash,0.6.0,1,5d1620facfbde79d3e6c0bebb861c4f2eef7d356ed1450914ba8aed8d4f028cd,69.57,0.9412,0.0588,23,23,0890c514d45fb7f5204e9396c1d18f9d0857fbbb230c6a9b3fadf3591ee1b92c,d46d61de-bd92-4eb1-a13c-183919d524f9,2026-07-30T09:46:13.450953+00:00,258d6d1ea92a008d8502be6782134d43bb25006e1b328fa2687c57900bd91310,True,0.7391304347826086,0.043478260869565216,69.6
flsa-exemption-test,flsa-exemption-test,gemini-3.5-flash,,,1,c6ac34e65919263fb3907e13c685ac6612ecc4f923c3602c597556197b44181b,18.52,1.0,0.8148,27,27,fb803697579e36c0aad7aeae4385fde90fdd50915b956feb5a4096aaac14d9f6,ded02138-7136-45a8-9a49-4585a55e6c62,2026-07-21T23:07:04.833859+00:00,dd0384824b20f60240616e9041f02d7825448e557d3896ec99e347907dbd6984,True,1.0,0.8148148148148148,18.5
flsa-exemption-test,flsa-exemption-test,gemini-3.6-flash,gemini-3.6-flash,0.6.0,1,c6ac34e65919263fb3907e13c685ac6612ecc4f923c3602c597556197b44181b,26.09,0.5217,0.2609,23,23,027f72409d81ef415b4c3c2af6ec1569d9e86230a223105ce3249948b6266226,dc595be0-553f-4109-aceb-0692eaf5bd41,2026-07-29T03:16:36.203074+00:00,86ea511ee22bd4da87a68f65739aa89582655af56a4e10edf56c3dec090c9a9a,True,0.5217391304347826,0.2608695652173913,26.1
game-asset-naming,game-asset-naming,gemini-3.5-flash,gemini-3.1-pro-preview,0.2.4,1,c7c9d6f80252be83c7cbdf73f2d292250a51ecbdea6c0bcf831d09308047e3bc,91.67,0.9583,0.0417,24,24,b9733c2f70cb16d6492c58e563741c4193f3508549cb48510ebd2913e2753c16,da6b0e43-358a-4d2b-b10c-024618c7b8c7,2026-06-26T23:14:32.400371+00:00,c9e75c0df67a9bfea51b6d5362e4628b08d8ea7c527e22739180568fd84ad9e9,True,0.9583333333333334,0.041666666666666664,91.7
game-asset-naming,game-asset-naming,gemini-3.6-flash,gemini-3.6-flash,0.6.0,1,c7c9d6f80252be83c7cbdf73f2d292250a51ecbdea6c0bcf831d09308047e3bc,81.82,1.0,0.0,22,22,b73bda010b8fac586ddda4a68a276d5931c603f2ca0bfcc6135468516d66388e,abab26df-47be-42b8-8f19-ee0bf445f48e,2026-07-29T02:30:37.247055+00:00,4b6f83aa579e1ce0b826cd0655111c5e94614c1a84160159c8baae933f96d0f8,True,0.8636363636363636,0.045454545454545456,81.8
git-branch-naming-convention,git-branch-naming-convention,gemini-3.5-flash,gemini-3.1-pro-preview,0.2.4,1,af8de4cefd47c5a023440639ff4b96b0aff6a58fbbc87c48751898f643ad8cbb,83.33,1.0,0.1667,24,24,c59603590ea811b1809a87b2ff6a6bcd8b69de5191238859ddc94fe14dca3846,6ecca1ac-bd22-4aed-9a30-d295530595fa,2026-06-27T02:12:47.317656+00:00,e439d18260c5a31e24b2bb721cb3732238a1f1dc1230595a718c2d06f26010a1,True,1.0,0.16666666666666666,83.3
git-branch-naming-convention,git-branch-naming-convention,gemini-3.6-flash,gemini-3.6-flash,0.6.0,1,af8de4cefd47c5a023440639ff4b96b0aff6a58fbbc87c48751898f643ad8cbb,36.36,0.9167,0.3333,22,22,506a45e91efe0880b7503a36be9dfb51d733a45471005c012a1a40cc8460b4a6,7df63ab4-e38d-4c67-8406-c6395cdc86a6,2026-07-30T09:28:16.744624+00:00,cb8648810ae0d7d00019134be9a3beba3f6bfd8a54a0fc21007e34fab930d099,True,0.6818181818181818,0.3181818181818182,36.4
guide-for-creating-effective-analyzer,guide-for-creating-effective-analyzer,gemini-3.5-flash,gemini-3.1-pro-preview,0.2.4,1,e725f738fb7e02546b3dfa58f461fef5abcbe7c7bd132f1b408b4f7981fab713,30.0,0.8,0.5,10,10,7b84ada69dd22b807ec017f0701cae725bd39a5cabf4bbefe2382fd701dcc684,978d51df-0073-44ea-accc-0799fbae015e,2026-06-26T11:23:19.585088+00:00,c8c3c31f681d1f9462ea596bad3922971768e904b93b01a914ee95df6c740c30,True,0.8,0.5,30.0
guide-for-creating-effective-analyzer,guide-for-creating-effective-analyzer,gemini-3.6-flash,gemini-3.6-flash,0.6.0,1,e725f738fb7e02546b3dfa58f461fef5abcbe7c7bd132f1b408b4f7981fab713,31.82,0.7273,0.2727,22,22,c16fcfa339ae51c907eec8fd3aeeeedf34156e99f283ccaa9c166c622eac39ff,a226407c-2370-4385-b06c-06e35e7a59ce,2026-07-29T02:36:46.120414+00:00,91d7d24fb2614155489ecaed82d2231e3b24a2671b19445ca3963396fa25640b,True,0.36363636363636365,0.045454545454545456,31.8
house-api-conventions,house-api-conventions,gemini-3.5-flash,gemini-3.1-pro-preview,0.2.4,1,5c892c12b4016d36160fbcc8bc02a73933bd46572f6b9985dcd840bfd2b96d52,62.5,0.625,0.0,24,24,9a1e083e7732fb097c45ce4e3d44cc027562a6ce9edd6ed0f502d58e236b5e15,35f0dbcd-22d8-4bee-b48c-10e4450cf746,2026-06-27T04:35:39.336726+00:00,6cfdd39eeb4583e05be07b52b0499e49367f0da3158178d5b3eec05d23dfebcb,True,0.625,0.0,62.5
house-api-conventions,house-api-conventions,gemini-3.6-flash,gemini-3.6-flash,0.6.0,1,5c892c12b4016d36160fbcc8bc02a73933bd46572f6b9985dcd840bfd2b96d52,45.45,0.9091,0.0909,22,22,4845178302422952e092479e256f2b1d7e72294456041ffd0cd7705e72343ae8,d923cb79-0c06-44aa-a88c-48de21324d19,2026-07-29T02:37:12.222327+00:00,dc3d7d8e878d7ad26c991b9689be401fed68cdc09adf3abd91ff844d477baf2c,True,0.5,0.045454545454545456,45.5
icd10cm-code-from-reference,icd10cm-code-from-reference,gemini-3.5-flash,gemini-3.1-pro-preview,0.2.4,1,96d60a3562937f4e84de406a8d0d8feff3044d6bad0f889e6ba5a5591f6d14fa,100.0,1.0,0.0,8,8,44bd6338bd09a15079451d9b2ec4920684975c810d0d17dc3d1f13a154f13321,03b875f9-4ff3-458f-ae5d-6fb630cf2743,2026-06-25T12:57:42.941198+00:00,133ebf5bb11b65492c943430a1566803df5ec9b72a6a204c674162b3bfc680ec,True,1.0,0.0,100.0
icd10cm-code-from-reference,icd10cm-code-from-reference,gemini-3.6-flash,gemini-3.6-flash,0.6.0,1,96d60a3562937f4e84de406a8d0d8feff3044d6bad0f889e6ba5a5591f6d14fa,52.17,0.7647,0.1765,23,23,382e71b65194f31cbdac022a981b401a531e1668519eed657b89b2e940ddb9f6,45cb4eeb-5b1e-417a-943f-570ec8580865,2026-07-29T02:15:01.719020+00:00,201c863455d2a96aed62627d7bbe54c09384c9fb13145b7ea6f90e49d32df1cd,True,0.5652173913043478,0.043478260869565216,52.2
journal-figure-conventions,journal-figure-conventions,gemini-3.5-flash,gemini-3.1-pro-preview,0.2.4,1,1ba13019e4016ef89db65b3da9161521469136ccbc02499657fbd9afc71f8b96,16.67,0.1667,0.0,24,24,dcf0f04f77cb972649239d8e9153b88b5ba1fdbfdcc699e056b1a1faa7ab66b2,719c22f3-7dd5-4da6-8f4f-d19eab96fedf,2026-06-26T22:51:39.788660+00:00,161113dddfc7a7aaede4b0f368dcc6aa476e9059b69d521de4a06892a9a07773,True,0.16666666666666666,0.0,16.7
journal-figure-conventions,journal-figure-conventions,gemini-3.6-flash,gemini-3.6-flash,0.6.0,1,1ba13019e4016ef89db65b3da9161521469136ccbc02499657fbd9afc71f8b96,50.0,0.9231,0.0769,22,22,f2df9b4ed65ab5afed3dc2ef97e8375892affb20fe4de82ef17e7a39961d9cdc,87446c96-085e-4814-81cc-04a7fc9ea8bb,2026-07-29T02:49:41.568605+00:00,8e26f471feec4e5dbb8edb84a61bb13feeca1fca61f7b932f22f9a279d8bc7f7,True,0.5,0.0,50.0
keep-a-changelog-format,keep-a-changelog-format,gemini-3.5-flash,gemini-3.1-pro-preview,0.2.4,1,31e7d055243cea1210ec0d6610d5ef455552cf4a14631abebbf4eacff0977dfd,54.17,0.5417,0.0,24,24,0f94518196036e5fd8b714239e375659722b630bab908eea8851cac9c29ac658,8bc9836d-584f-4c20-a4ab-6995722cf19c,2026-06-26T21:40:56.442718+00:00,245ccb455322ebc7f3cac7a553c8abbccf3167b7182aceed527192f4143fe84f,True,0.5416666666666666,0.0,54.2
keep-a-changelog-format,keep-a-changelog-format,gemini-3.6-flash,gemini-3.6-flash,0.6.0,1,31e7d055243cea1210ec0d6610d5ef455552cf4a14631abebbf4eacff0977dfd,21.74,0.8333,0.1667,23,23,e90d7da215fa0c08d739c574734ffd7bed160aa2e674f5fbb574e10308359dad,f6948e8d-4112-4046-9401-2f3dac621d5f,2026-07-29T02:20:12.158785+00:00,7caa2bd1ad8b272a048f9b7fe757f08368b83bebd921694fccb921d562388c90,True,0.2608695652173913,0.043478260869565216,21.7
markdown-semantic-wrap,markdown-semantic-wrap,gemini-3.5-flash,gemini-3.1-pro-preview,0.2.4,1,30c6e8d416035f994f3da86e019d675a22201802745a83161d00d36be2b980d8,95.83,0.9583,0.0,24,24,ba6b32935c700a13f435c80235089ae67a61c5ceda2c07e3ec53a584cbf4cd6d,8f32c060-7003-49df-a18c-da67574d184a,2026-06-27T00:46:04.569276+00:00,ac9ba17db256ceaa9935ec8ffa5631299344980153ddf1407c6742eb59ee5eab,True,0.9583333333333334,0.0,95.8
markdown-semantic-wrap,markdown-semantic-wrap,gemini-3.6-flash,gemini-3.6-flash,0.6.0,1,30c6e8d416035f994f3da86e019d675a22201802745a83161d00d36be2b980d8,34.78,0.8,0.2,23,23,7b97d7b64473f3c25ba345b165a5eb19c003fcdf1ce5826ed57da1241a54f1fd,8d4f2e91-fed8-4688-9945-dfce0081173a,2026-07-30T09:37:38.498948+00:00,a04cf2dcceeaeef995012d433d91719a19f239c9b161fb522e0296dd4e1ef274,True,0.391304347826087,0.043478260869565216,34.8
megatron-python-style,megatron-python-style,gemini-3.5-flash,gemini-3.1-pro-preview,0.2.4,1,ea0edca678aad2f128c17ff70fe979f09df748850ed89de5e58ccaab46a48fab,100.0,1.0,0.0,23,23,56e9f2c39c3b4eb7ee3c7bc04e4a1ce22ef000243be7fb3b8f63c48e49518c6c,a26972dd-9faa-4184-8198-59af48c7cece,2026-06-27T03:34:51.279962+00:00,2e1f1809a1c623ca2e17fa4f45a0029c1450f92434dcb02189d7da93a27ce19b,True,1.0,0.0,100.0
megatron-python-style,megatron-python-style,gemini-3.6-flash,gemini-3.6-flash,0.6.0,1,ea0edca678aad2f128c17ff70fe979f09df748850ed89de5e58ccaab46a48fab,50.0,0.8462,0.1538,22,22,570f75bd737fced320321f63e52ba773b227c72b00ad2d61b8b6f38e1f6d1b4c,6a7a3837-1867-42c2-be14-ba828d669c1b,2026-07-29T02:45:39.024369+00:00,e2e1a1932f4546e3f05b3da09e5fb49e81efa92b5038165a34e36ea11331b4b5,True,0.5,0.0,50.0
